https://www.CryptoDataDownload.com,,,,,,,,,
unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1628640000000,2021-08-11 0:00:00,BTC/USDT,45589.99,46754.27,45354.00,45522.12,390660.571,18016171890.37027,3948283
1628553600000,2021-08-10 0:00:00,BTC/USDT,46259.70,46800.00,44670.05,45589.99,460478.861,20993395642.65772,4679043
1628467200000,2021-08-09 0:00:00,BTC/USDT,43787.71,46483.00,42785.00,46259.70,626220.503,28215980001.72800,6262199
1628380800000,2021-08-08 0:00:00,BTC/USDT,44601.11,45350.00,43265.00,43787.71,553684.698,24546996022.15984,5639557
1628294400000,2021-08-07 0:00:00,BTC/USDT,42825.43,44753.01,42395.20,44601.11,583750.891,25434912724.49232,5973520
1628208000000,2021-08-06 0:00:00,BTC/USDT,40882.39,43400.00,39849.82,42825.43,653451.154,27084444322.36515,6108565
1628121600000,2021-08-05 0:00:00,BTC/USDT,39731.31,41350.00,37291.00,40882.40,746249.712,29293280083.50881,6512116
1628035200000,2021-08-04 0:00:00,BTC/USDT,38201.33,39975.32,37500.00,39731.31,479560.473,18566815767.50786,4413240
1627948800000,2021-08-03 0:00:00,BTC/USDT,39147.47,39774.93,37600.00,38203.26,517219.517,19870811472.42814,4801837
1627862400000,2021-08-02 0:00:00,BTC/USDT,39846.78,40450.00,38658.00,39147.48,451872.128,17868768676.14336,4318497
1627776000000,2021-08-01 0:00:00,BTC/USDT,41448.10,42614.98,39350.40,39846.78,487529.044,20123271133.84008,4662543
1627689600000,2021-07-31 0:00:00,BTC/USDT,42202.60,42494.00,41030.19,41448.11,381521.899,15885174209.01891,3846882
1627603200000,2021-07-30 0:00:00,BTC/USDT,40012.89,42316.60,38320.00,42203.25,561474.309,22382077430.50685,5291572
1627516800000,2021-07-29 0:00:00,BTC/USDT,40003.08,40665.00,39203.83,40012.90,463917.872,18494873369.93170,4559744
1627430400000,2021-07-28 0:00:00,BTC/USDT,39448.06,40894.00,38753.00,40003.08,736196.234,29337785847.17598,6959669
1627344000000,2021-07-27 0:00:00,BTC/USDT,37218.09,39546.34,36384.31,39442.33,675104.157,25492243891.00927,5881831
1627257600000,2021-07-26 0:00:00,BTC/USDT,35370.67,48168.60,35185.49,37218.09,1162332.857,44475672628.66526,9156876
1627171200000,2021-07-25 0:00:00,BTC/USDT,34230.00,35400.00,33812.00,35370.66,404114.844,13893942170.58207,3362822
1627084800000,2021-07-24 0:00:00,BTC/USDT,33631.74,34471.00,33379.81,34230.00,376046.028,12732082908.68063,3121090
1626998400000,2021-07-23 0:00:00,BTC/USDT,32268.12,33650.00,31970.82,33634.46,404650.016,13173247545.92480,3284595
1626912000000,2021-07-22 0:00:00,BTC/USDT,32120.00,32583.48,31700.00,32268.11,397258.936,12754500028.76495,3291672
1626825600000,2021-07-21 0:00:00,BTC/USDT,29775.89,32883.90,29472.41,32120.00,787077.390,24708991011.44716,5398212
1626739200000,2021-07-20 0:00:00,BTC/USDT,30823.62,31050.00,29242.24,29775.90,602688.190,17961608394.43468,4318098
1626652800000,2021-07-19 0:00:00,BTC/USDT,31765.23,31890.00,30358.77,30823.62,486305.627,15114690213.58257,3696993
1626566400000,2021-07-18 0:00:00,BTC/USDT,31496.65,32435.93,31075.10,31767.00,412189.401,13084053080.66186,3159782
1626480000000,2021-07-17 0:00:00,BTC/USDT,31382.96,31945.00,31150.02,31496.65,422650.418,13327067038.85016,3259417
1626393600000,2021-07-16 0:00:00,BTC/USDT,31865.53,32245.00,31018.59,31382.95,516577.743,16377889184.44778,3914018
1626307200000,2021-07-15 0:00:00,BTC/USDT,32803.00,33170.00,31140.00,31866.43,539111.667,17249306209.93983,4036910
1626220800000,2021-07-14 0:00:00,BTC/USDT,32708.66,33176.47,31556.02,32803.01,521140.410,16871855472.03737,4012431
1626134400000,2021-07-13 0:00:00,BTC/USDT,33070.86,33336.00,32186.99,32709.09,466567.713,15294563607.10545,3656943
1626048000000,2021-07-12 0:00:00,BTC/USDT,34253.88,34662.73,32650.00,33070.87,502747.758,16891641370.32395,4018132
1625961600000,2021-07-11 0:00:00,BTC/USDT,33497.98,34629.62,33306.03,34253.81,343905.350,11640701255.89198,3000523
1625875200000,2021-07-10 0:00:00,BTC/USDT,33805.01,34248.58,33010.00,33497.98,410271.979,13822726226.60229,3501607
1625788800000,2021-07-09 0:00:00,BTC/USDT,32855.00,34100.00,32250.00,33805.01,485662.879,16088319381.03029,4150223
1625702400000,2021-07-08 0:00:00,BTC/USDT,33845.63,33910.00,32066.00,32852.04,650317.664,21360817082.62111,5260499
1625616000000,2021-07-07 0:00:00,BTC/USDT,34206.00,35089.56,33756.48,33845.64,456218.909,15756590092.29847,4023843
1625529600000,2021-07-06 0:00:00,BTC/USDT,33672.72,35120.00,33500.00,34206.01,644229.007,22007603921.13660,5169120
1625443200000,2021-07-05 0:00:00,BTC/USDT,35280.17,35281.55,33032.00,33672.72,736706.409,25080538853.98890,5192876
1625356800000,2021-07-04 0:00:00,BTC/USDT,34653.32,35955.55,34340.75,35280.16,451001.556,15913944818.06252,3486378
1625270400000,2021-07-03 0:00:00,BTC/USDT,33760.94,34948.16,33296.98,34652.94,510614.258,17523073397.64332,3994573
1625184000000,2021-07-02 0:00:00,BTC/USDT,33489.96,33960.00,32684.00,33760.94,664923.202,22117194903.82862,5408686
1625097600000,2021-07-01 0:00:00,BTC/USDT,35031.39,35044.98,32672.04,33489.96,758966.493,25510026886.15879,5725261
1625011200000,2021-06-30 0:00:00,BTC/USDT,35910.64,36089.96,34042.74,35031.39,719742.983,25089717253.91246,5747819
1624924800000,2021-06-29 0:00:00,BTC/USDT,34486.58,36623.00,34206.00,35911.26,806140.329,28651151982.42255,6564763
1624838400000,2021-06-28 0:00:00,BTC/USDT,34687.71,35279.38,33855.00,34487.22,706158.545,24347802821.64672,6016466
1624752000000,2021-06-27 0:00:00,BTC/USDT,32250.15,34762.00,31960.00,34687.71,897147.453,29675701648.44259,7266511
1624665600000,2021-06-26 0:00:00,BTC/USDT,31569.18,32720.52,30120.00,32255.56,1091384.749,34169368151.21496,8830795
1624579200000,2021-06-25 0:00:00,BTC/USDT,34644.65,35500.00,31250.00,31568.07,1093051.375,36220815800.34415,8575198
1624492800000,2021-06-24 0:00:00,BTC/USDT,33650.00,35406.74,32300.00,34644.64,774899.165,26142284529.30551,6393985
1624406400000,2021-06-23 0:00:00,BTC/USDT,32496.00,34867.77,31711.50,33649.00,960700.369,32385728391.32214,8005763
1624320000000,2021-06-22 0:00:00,BTC/USDT,31606.00,33274.00,28780.01,32496.00,1531824.850,48118035155.63216,12592839
1624233600000,2021-06-21 0:00:00,BTC/USDT,35588.63,35746.28,31250.51,31606.00,1397330.662,45999742162.57469,11529993
1624147200000,2021-06-20 0:00:00,BTC/USDT,35483.01,36155.00,33312.00,35588.64,829896.441,28839255734.67477,6811270
1624060800000,2021-06-19 0:00:00,BTC/USDT,35811.41,36471.80,34704.08,35483.00,642185.382,22933053073.80613,5504522
1623974400000,2021-06-18 0:00:00,BTC/USDT,38060.71,38198.00,35100.00,35811.41,790379.249,29108720481.11914,6722621
1623888000000,2021-06-17 0:00:00,BTC/USDT,38344.97,39565.00,37334.76,38060.71,603849.861,23274089670.02650,5362882
1623801600000,2021-06-16 0:00:00,BTC/USDT,40132.86,40495.00,38105.00,38344.97,673235.496,26431149487.44754,6317711
1623715200000,2021-06-15 0:00:00,BTC/USDT,40489.10,41413.00,39500.00,40132.86,632066.994,25426404028.57427,5854306
1623628800000,2021-06-14 0:00:00,BTC/USDT,38993.66,41000.00,38720.00,40489.10,704979.881,28043323953.58158,6811137
1623542400000,2021-06-13 0:00:00,BTC/USDT,35535.95,39374.18,34739.06,38993.65,647035.314,23729185499.53586,6085040
1623456000000,2021-06-12 0:00:00,BTC/USDT,37300.41,37432.95,34585.90,35537.05,623532.476,22229082760.92563,5782385
1623369600000,2021-06-11 0:00:00,BTC/USDT,36669.65,37679.54,35900.00,37300.42,586122.898,21668792470.73891,5557717
1623283200000,2021-06-10 0:00:00,BTC/USDT,37369.99,38489.00,35750.00,36669.66,803185.699,29775084407.93657,6960056
1623196800000,2021-06-09 0:00:00,BTC/USDT,33372.58,37511.31,32390.00,37368.45,1031014.087,36050659489.10996,8470399
1623110400000,2021-06-08 0:00:00,BTC/USDT,33550.97,34061.57,30969.00,33372.58,976693.026,31912200461.05386,8000201
1623024000000,2021-06-07 0:00:00,BTC/USDT,35801.71,36820.00,33200.00,33550.96,636735.873,22666564580.47221,5458401
1622937600000,2021-06-06 0:00:00,BTC/USDT,35497.93,36521.16,35201.86,35801.71,443601.064,15937978040.90477,3944742
1622851200000,2021-06-05 0:00:00,BTC/USDT,36828.03,37900.49,34800.00,35498.62,631028.448,22946553087.06278,5611429
1622764800000,2021-06-04 0:00:00,BTC/USDT,39247.40,39297.35,35552.51,36828.03,700625.866,25922946606.60956,6025185
1622678400000,2021-06-03 0:00:00,BTC/USDT,37570.00,39470.00,37150.15,39247.40,507429.005,19590443294.67527,4505482
1622592000000,2021-06-02 0:00:00,BTC/USDT,36694.37,38232.99,35905.00,37569.99,441719.806,16479965808.26946,4080217
1622505600000,2021-06-01 0:00:00,BTC/USDT,37244.36,37893.76,35500.00,36693.41,590822.540,21609364827.08958,5297320
1622419200000,2021-05-31 0:00:00,BTC/USDT,35651.80,37500.00,34150.00,37243.38,635082.121,22929964892.05690,5580461
1622332800000,2021-05-30 0:00:00,BTC/USDT,34611.95,36501.00,33356.00,35651.81,511834.746,18116421636.30937,4973296
1622246400000,2021-05-29 0:00:00,BTC/USDT,35670.99,37375.00,33650.00,34611.94,733902.825,25787790806.91650,7000689
1622160000000,2021-05-28 0:00:00,BTC/USDT,38527.38,38888.35,34689.57,35670.99,832363.425,30299787311.85723,7510187
1622073600000,2021-05-27 0:00:00,BTC/USDT,39224.21,40438.82,37133.22,38527.38,543338.566,21083767719.11829,5251225
1621987200000,2021-05-26 0:00:00,BTC/USDT,38326.84,40900.00,37804.76,39224.20,577032.810,22649858073.55562,5587876
1621900800000,2021-05-25 0:00:00,BTC/USDT,38783.58,39790.05,36439.32,38326.84,598836.411,22712004628.95159,6334066
1621814400000,2021-05-24 0:00:00,BTC/USDT,34656.53,39917.09,34366.00,38779.66,707903.071,26315302276.99865,7477510
1621728000000,2021-05-23 0:00:00,BTC/USDT,37436.00,38261.71,31096.70,34651.60,996815.017,34118866979.40657,11641510
1621641600000,2021-05-22 0:00:00,BTC/USDT,37210.01,38851.34,35201.11,37432.58,588166.784,21993863634.95327,6992444
1621555200000,2021-05-21 0:00:00,BTC/USDT,40500.00,42270.42,33400.00,37211.02,930671.747,35509680104.40348,10769140
1621468800000,2021-05-20 0:00:00,BTC/USDT,36689.14,42460.00,34882.00,40500.30,775185.113,30672617975.08359,9532573
1621382400000,2021-05-19 0:00:00,BTC/USDT,42882.54,43615.93,28688.00,36689.14,1373851.849,52959873009.79825,14748747
1621296000000,2021-05-18 0:00:00,BTC/USDT,43565.11,45846.61,42268.00,42882.53,590358.592,25938880316.66994,5914414
1621209600000,2021-05-17 0:00:00,BTC/USDT,46429.28,46655.00,42151.00,43566.18,809129.365,35658317191.93991,8158638
1621123200000,2021-05-16 0:00:00,BTC/USDT,46794.62,49829.39,43866.00,46429.28,604537.630,28364127431.87493,6085883
1621036800000,2021-05-15 0:00:00,BTC/USDT,49873.26,50709.43,46584.32,46793.41,442023.496,21481317002.84265,4479965
1620950400000,2021-05-14 0:00:00,BTC/USDT,49706.27,51533.00,48870.41,49873.27,319069.002,16003223041.87315,3217006
1620864000000,2021-05-13 0:00:00,BTC/USDT,49596.75,51358.00,45596.32,49707.90,652476.689,32261339754.84351,7526904
1620777600000,2021-05-12 0:00:00,BTC/USDT,56712.70,58049.99,48503.74,49595.76,472329.152,25827757899.75109,4959229
1620691200000,2021-05-11 0:00:00,BTC/USDT,55869.41,56908.66,54541.33,56710.43,267226.104,14894271373.24978,2884389
1620604800000,2021-05-10 0:00:00,BTC/USDT,58292.53,59654.00,53250.00,55869.67,396237.133,22695249844.91265,4094344
1620518400000,2021-05-09 0:00:00,BTC/USDT,58926.36,59335.19,56316.00,58292.53,245954.014,14240035980.97883,2634641
1620432000000,2021-05-08 0:00:00,BTC/USDT,57350.89,59590.96,56961.25,58924.98,264906.729,15519326694.29709,2983532
1620345600000,2021-05-07 0:00:00,BTC/USDT,56435.35,58800.00,55300.00,57350.88,256159.504,14595837163.97394,2804212
1620259200000,2021-05-06 0:00:00,BTC/USDT,57497.76,58450.00,55297.91,56435.35,275471.204,15686629190.12539,2863753
1620172800000,2021-05-05 0:00:00,BTC/USDT,53263.32,57940.00,52880.38,57497.77,317811.705,17803582010.46668,3168133
1620086400000,2021-05-04 0:00:00,BTC/USDT,57214.84,57253.76,53094.59,53263.32,388988.754,21460954657.12040,4022066
1620000000000,2021-05-03 0:00:00,BTC/USDT,56630.34,59056.59,56500.65,57214.83,271733.972,15734811253.15819,2777144
1619913600000,2021-05-02 0:00:00,BTC/USDT,57836.35,57959.97,56100.00,56630.33,203712.515,11572672993.01727,2158896
1619827200000,2021-05-01 0:00:00,BTC/USDT,57688.29,58488.17,57051.23,57836.34,207854.398,12008585817.99517,2169172
1619740800000,2021-04-30 0:00:00,BTC/USDT,53558.57,57935.00,53043.62,57684.16,294683.751,16384605220.97516,3019948
1619654400000,2021-04-29 0:00:00,BTC/USDT,54861.76,55222.02,52350.00,53558.80,257045.190,13822718178.83627,2688481
1619568000000,2021-04-28 0:00:00,BTC/USDT,55006.25,56574.13,53852.00,54861.77,263170.559,14420430887.67137,2888503
1619481600000,2021-04-27 0:00:00,BTC/USDT,53984.34,55500.00,53225.14,55006.25,225440.361,12306057432.26168,2477387
1619395200000,2021-04-26 0:00:00,BTC/USDT,49063.94,54364.89,48763.00,53984.33,390494.148,20594394185.15647,4041188
1619308800000,2021-04-25 0:00:00,BTC/USDT,50094.27,50577.90,46930.43,49063.94,310306.501,15286993330.16040,3435937
1619222400000,2021-04-24 0:00:00,BTC/USDT,51122.63,51183.51,48690.00,50092.40,299663.131,14965045326.88724,3282516
1619136000000,2021-04-23 0:00:00,BTC/USDT,51714.62,52152.00,47546.16,51122.62,554666.026,27531602634.09058,6054609
1619049600000,2021-04-22 0:00:00,BTC/USDT,53794.72,55470.51,50534.34,51714.61,453489.185,24205456559.06127,4873286
1618963200000,2021-04-21 0:00:00,BTC/USDT,56411.25,56756.78,53610.00,53800.00,252601.972,13965417339.88797,2845696
1618876800000,2021-04-20 0:00:00,BTC/USDT,55634.38,57060.00,53330.82,56410.56,324494.085,17936263515.61460,3582497
1618790400000,2021-04-19 0:00:00,BTC/USDT,56140.05,57532.70,54200.00,55634.39,285041.716,15980367367.83548,3236025
1618704000000,2021-04-18 0:00:00,BTC/USDT,60090.14,60450.00,50050.00,56140.05,522006.276,29025717493.56943,6123918
1618617600000,2021-04-17 0:00:00,BTC/USDT,61424.67,62610.00,59620.00,60090.14,194112.299,11862499746.34749,2207548
1618531200000,2021-04-16 0:00:00,BTC/USDT,63232.56,63600.00,60100.00,61424.67,255765.893,15740427372.09463,2804338
1618444800000,2021-04-15 0:00:00,BTC/USDT,63018.34,63905.83,62157.89,63232.55,178604.198,11249310339.67892,2024715
1618358400000,2021-04-14 0:00:00,BTC/USDT,63645.05,64986.11,61404.00,63019.10,323454.880,20512671253.01205,3346550
1618272000000,2021-04-13 0:00:00,BTC/USDT,59911.19,63850.00,59873.01,63649.71,279389.492,17408986053.32569,2892252
1618185600000,2021-04-12 0:00:00,BTC/USDT,60093.26,61449.91,59500.00,59911.18,196147.561,11824507197.55324,2141177
1618099200000,2021-04-11 0:00:00,BTC/USDT,59832.43,60816.88,59304.02,60090.20,148499.824,8896497492.08689,1746745
1618012800000,2021-04-10 0:00:00,BTC/USDT,58176.04,61800.00,57943.95,59832.43,240907.592,14476191585.21529,2568013
1617926400000,2021-04-09 0:00:00,BTC/USDT,58122.93,58950.00,57700.00,58176.03,141690.144,8260112160.68546,1631493
1617840000000,2021-04-08 0:00:00,BTC/USDT,56018.17,58200.00,55759.13,58122.26,161389.858,9238696877.00206,1886407
1617753600000,2021-04-07 0:00:00,BTC/USDT,58060.00,58720.00,55536.07,56018.18,265271.707,15106714000.51917,2888669
1617667200000,2021-04-06 0:00:00,BTC/USDT,59243.40,59626.18,57500.00,58059.99,165562.029,9681501016.80336,1949118
1617580800000,2021-04-05 0:00:00,BTC/USDT,58234.61,59385.00,56808.94,59243.39,174338.646,10144751892.15272,2011408
1617494400000,2021-04-04 0:00:00,BTC/USDT,57134.65,58553.00,56517.23,58234.61,152454.122,8785593781.44870,1778714
1617408000000,2021-04-03 0:00:00,BTC/USDT,59028.99,59925.00,56900.00,57134.65,198636.171,11672141257.52950,2247303
1617321600000,2021-04-02 0:00:00,BTC/USDT,58797.56,60397.85,58490.03,59031.36,189391.958,11251166314.77901,2130064
1617235200000,2021-04-01 0:00:00,BTC/USDT,58810.99,59592.22,58002.00,58794.01,196332.114,11561694922.60452,2133428
1617148800000,2021-03-31 0:00:00,BTC/USDT,58794.17,59920.00,56812.00,58807.24,337038.349,19776038991.85102,3429371
1617062400000,2021-03-30 0:00:00,BTC/USDT,57676.14,59560.00,57110.00,58794.16,232824.065,13629362092.38509,2568718
1616976000000,2021-03-29 0:00:00,BTC/USDT,55804.16,58490.11,54931.15,57677.64,277215.268,15858571872.53349,3043409
1616889600000,2021-03-28 0:00:00,BTC/USDT,55828.00,56588.31,54694.91,55805.08,200603.768,11188756872.79973,2260517
1616803200000,2021-03-27 0:00:00,BTC/USDT,55030.00,56658.76,54001.00,55828.00,234435.346,12939134315.65276,2589316
1616716800000,2021-03-26 0:00:00,BTC/USDT,51325.21,55123.00,51260.00,55030.00,271957.842,14483003307.72439,2948225
1616630400000,2021-03-25 0:00:00,BTC/USDT,52307.89,53255.20,50452.08,51325.21,416848.091,21627711387.30238,4302154
1616544000000,2021-03-24 0:00:00,BTC/USDT,54400.00,57234.79,51666.00,52311.54,394172.526,21637316948.63563,4140709
1616457600000,2021-03-23 0:00:00,BTC/USDT,54129.56,55890.68,52981.40,54400.00,276199.041,15088688822.77058,3202573
1616371200000,2021-03-22 0:00:00,BTC/USDT,57415.19,58500.00,53635.81,54129.56,293062.947,16556509289.78695,3557593
1616284800000,2021-03-21 0:00:00,BTC/USDT,58144.44,58638.70,55403.55,57415.18,237518.696,13576194106.98524,2940088
1616198400000,2021-03-20 0:00:00,BTC/USDT,58089.11,59948.00,57881.00,58145.61,203680.149,12000524068.54844,2543381
1616112000000,2021-03-19 0:00:00,BTC/USDT,57700.01,59550.00,56301.27,58089.11,259039.479,15107378224.02806,3136922
1616025600000,2021-03-18 0:00:00,BTC/USDT,58959.01,60510.00,57072.00,57700.01,305100.026,17876750420.56641,3505186
1615939200000,2021-03-17 0:00:00,BTC/USDT,56953.23,59078.79,54154.93,58959.00,339397.712,19076274044.57065,3916228
1615852800000,2021-03-16 0:00:00,BTC/USDT,55646.61,56988.00,53335.00,56954.19,339718.202,18756792660.06864,4041818
1615766400000,2021-03-15 0:00:00,BTC/USDT,59037.11,60740.00,54517.28,55646.61,448820.830,25683051451.71488,4839296
1615680000000,2021-03-14 0:00:00,BTC/USDT,61267.41,61798.00,59005.00,59037.12,231991.901,14012489135.14827,2783273
1615593600000,2021-03-13 0:00:00,BTC/USDT,57291.04,61950.00,56136.00,61267.41,320322.173,18993462517.01946,3901445
1615507200000,2021-03-12 0:00:00,BTC/USDT,57842.64,58186.33,55074.30,57291.03,335495.042,19043301948.53840,4054963
1615420800000,2021-03-11 0:00:00,BTC/USDT,55949.30,58283.00,54356.44,57844.52,364681.318,20569039537.45370,4355363
1615334400000,2021-03-10 0:00:00,BTC/USDT,54917.78,57500.92,53061.00,55947.98,401159.493,22279865576.81882,4457083
1615248000000,2021-03-09 0:00:00,BTC/USDT,52429.43,54950.00,51880.00,54917.78,285604.798,15409273884.44570,3312320
1615161600000,2021-03-08 0:00:00,BTC/USDT,50991.35,52450.00,49310.00,52429.43,308339.866,15655716338.59208,3279581
1615075200000,2021-03-07 0:00:00,BTC/USDT,48908.21,51480.00,48908.21,50995.27,248398.116,12500440245.10043,2883079
1614988800000,2021-03-06 0:00:00,BTC/USDT,48772.68,49253.63,47090.00,48908.21,215092.910,10381734354.30114,2557063
1614902400000,2021-03-05 0:00:00,BTC/USDT,48385.77,49470.00,46320.00,48770.57,354602.756,16912469978.52838,3864290
1614816000000,2021-03-04 0:00:00,BTC/USDT,50373.75,51800.00,47500.00,48385.77,387428.957,19138827120.97486,4199301
1614729600000,2021-03-03 0:00:00,BTC/USDT,48454.21,52681.51,48110.66,50373.75,350311.234,17795826816.36179,3781970
1614643200000,2021-03-02 0:00:00,BTC/USDT,49594.99,50221.77,47058.06,48450.57,273100.435,13251422043.06818,2970983
1614556800000,2021-03-01 0:00:00,BTC/USDT,45162.64,49800.00,44972.49,49592.70,315659.931,15061638936.44410,3611436
1614470400000,2021-02-28 0:00:00,BTC/USDT,46097.09,46678.00,43002.05,45163.36,370358.825,16549302262.98406,4080209
1614384000000,2021-02-27 0:00:00,BTC/USDT,46313.12,48476.05,44926.77,46102.63,256027.074,12038528819.38199,2956397
1614297600000,2021-02-26 0:00:00,BTC/USDT,47087.97,48438.01,44100.00,46313.13,440670.320,20499678357.29738,4687978
1614211200000,2021-02-25 0:00:00,BTC/USDT,49702.05,52134.96,46685.43,47089.37,349943.016,17447887799.89135,3922104
1614124800000,2021-02-24 0:00:00,BTC/USDT,48930.01,51435.58,47000.00,49702.03,333415.219,16590055728.58514,3748411
1614038400000,2021-02-23 0:00:00,BTC/USDT,54125.55,54260.12,44893.82,48930.00,748737.462,36297078764.52196,8009736
1613952000000,2021-02-22 0:00:00,BTC/USDT,57475.50,57591.87,47751.42,54121.10,480660.187,25951996709.77277,4903878
1613865600000,2021-02-21 0:00:00,BTC/USDT,55908.45,58472.14,55564.50,57487.43,196820.573,11254047090.53712,2277504
1613779200000,2021-02-20 0:00:00,BTC/USDT,56005.85,57699.00,53905.00,55917.41,240296.308,13529409884.87238,2830372
1613692800000,2021-02-19 0:00:00,BTC/USDT,51612.46,56582.00,50800.00,56004.10,257911.872,13784775685.92855,2913704
1613606400000,2021-02-18 0:00:00,BTC/USDT,52194.62,52640.00,50948.00,51619.70,185489.890,9627115933.97444,2199927
1613520000000,2021-02-17 0:00:00,BTC/USDT,49197.93,52800.00,49029.62,52194.62,312007.458,15897490858.65766,3332737
1613433600000,2021-02-16 0:00:00,BTC/USDT,47981.60,50953.44,47101.02,49197.94,343592.011,16865499630.28187,3477742
1613347200000,2021-02-15 0:00:00,BTC/USDT,48655.21,49100.00,45349.21,47981.58,248960.404,11872149326.83184,2721739
1613260800000,2021-02-14 0:00:00,BTC/USDT,47221.63,49875.16,47093.16,48655.21,241935.666,11797051402.90574,2598883
1613174400000,2021-02-13 0:00:00,BTC/USDT,47364.00,48290.00,46252.10,47221.62,199965.397,9438075938.38798,2253613
1613088000000,2021-02-12 0:00:00,BTC/USDT,48060.21,49278.98,46121.00,47361.03,259186.288,12341281000.02568,2862051
1613001600000,2021-02-11 0:00:00,BTC/USDT,44850.00,48810.00,44038.97,48060.21,330540.045,15468624715.76271,3326357
1612915200000,2021-02-10 0:00:00,BTC/USDT,46492.53,47475.00,43770.00,44850.00,334979.017,15286260787.69888,3259151
1612828800000,2021-02-09 0:00:00,BTC/USDT,46451.32,48266.36,45057.65,46492.54,381477.426,17820342806.81088,3957333
1612742400000,2021-02-08 0:00:00,BTC/USDT,38849.24,47146.00,38037.00,46451.32,440167.093,18769855154.62719,4374347
1612656000000,2021-02-07 0:00:00,BTC/USDT,39249.53,39757.87,37403.27,38849.25,296721.925,11466152232.53475,2896234
1612569600000,2021-02-06 0:00:00,BTC/USDT,38357.17,40992.40,38269.00,39249.54,310826.315,12369698321.04784,3050313
1612483200000,2021-02-05 0:00:00,BTC/USDT,36975.19,38411.82,36586.68,38362.65,196277.444,7395595524.77548,2144343
1612396800000,2021-02-04 0:00:00,BTC/USDT,37651.92,38833.00,36233.00,36976.93,306715.022,11507154016.35826,2825262
1612310400000,2021-02-03 0:00:00,BTC/USDT,35504.07,37700.00,35410.00,37652.51,240308.078,8788925454.96376,2331826
1612224000000,2021-02-02 0:00:00,BTC/USDT,33546.08,36041.00,33450.00,35504.06,239856.230,8364687573.37923,2345193
1612137600000,2021-02-01 0:00:00,BTC/USDT,33125.11,34720.00,32322.47,33546.09,240632.325,8121385637.13714,2421173
1612051200000,2021-01-31 0:00:00,BTC/USDT,34284.76,34393.22,32193.04,33126.21,211293.891,7052326918.52193,2233259
1611964800000,2021-01-30 0:00:00,BTC/USDT,34267.04,34988.88,32849.06,34289.85,267861.872,9109013883.23461,2754794
1611878400000,2021-01-29 0:00:00,BTC/USDT,33399.99,38641.10,31960.00,34269.35,713579.785,25293550971.74301,5920737
1611792000000,2021-01-28 0:00:00,BTC/USDT,30382.96,33778.95,29843.33,33399.75,311528.373,9909261735.25709,2824829
1611705600000,2021-01-27 0:00:00,BTC/USDT,32474.81,32562.20,29240.00,30381.04,431022.839,13269633440.99824,3665833
1611619200000,2021-01-26 0:00:00,BTC/USDT,32253.68,32950.00,30810.00,32474.14,346861.707,11060562208.15130,3088089
1611532800000,2021-01-25 0:00:00,BTC/USDT,32274.88,34880.00,31921.47,32253.68,316687.524,10588161978.70822,2871028
1611446400000,2021-01-24 0:00:00,BTC/USDT,32086.48,33125.75,30914.20,32275.63,212107.044,6824806447.15319,2205550
1611360000000,2021-01-23 0:00:00,BTC/USDT,32990.08,33495.00,31405.00,32086.48,256776.411,8300485557.20308,2533905
1611273600000,2021-01-22 0:00:00,BTC/USDT,30875.77,33831.52,28880.00,32986.34,453568.538,14265924156.72767,4072699
1611187200000,2021-01-21 0:00:00,BTC/USDT,35499.23,35636.17,30069.90,30879.97,550562.277,17863845664.01804,4767974
1611100800000,2021-01-20 0:00:00,BTC/USDT,35891.74,36461.44,33403.00,35500.00,329192.419,11521126165.52288,3069181
1611014400000,2021-01-19 0:00:00,BTC/USDT,36690.00,37961.00,35850.00,35891.03,257889.419,9530202433.37249,2463060
1610928000000,2021-01-18 0:00:00,BTC/USDT,35875.72,37547.94,34808.47,36686.86,253386.703,9167208119.70183,2509593
1610841600000,2021-01-17 0:00:00,BTC/USDT,36025.65,36898.00,33863.50,35869.83,287686.129,10206002445.01776,2832554
1610755200000,2021-01-16 0:00:00,BTC/USDT,36755.25,38000.00,35366.00,36025.66,301102.477,11103654689.80840,3011057
1610668800000,2021-01-15 0:00:00,BTC/USDT,39163.31,39790.00,34478.00,36755.24,437610.113,16148530126.35195,4212641
1610582400000,2021-01-14 0:00:00,BTC/USDT,37416.34,40189.39,36764.33,39163.31,353142.386,13663753723.40309,3501513
1610496000000,2021-01-13 0:00:00,BTC/USDT,34065.53,37880.00,32420.00,37421.07,398188.088,13803091615.05157,3801367
1610409600000,2021-01-12 0:00:00,BTC/USDT,35406.92,36693.44,32600.00,34056.90,449065.693,15590695938.85224,4292644
1610323200000,2021-01-11 0:00:00,BTC/USDT,38200.01,38322.18,30448.00,35408.46,906275.651,30742156595.35393,7483656
1610236800000,2021-01-10 0:00:00,BTC/USDT,40136.05,41412.12,35268.00,38221.67,436759.048,17027093434.55105,3699058
1610150400000,2021-01-09 0:00:00,BTC/USDT,40638.91,41539.88,38733.28,40136.04,260882.805,10520523013.40685,2489926
1610064000000,2021-01-08 0:00:00,BTC/USDT,39498.32,42125.51,36539.77,40637.23,518080.826,20667265854.49486,4247011
1609977600000,2021-01-07 0:00:00,BTC/USDT,36825.77,40565.62,36337.36,39498.92,520147.908,19955559504.79166,3936708
